,Age,workclass,fnlwgt,education num,marital-status,Occuption,race,sex,capital gain,capital loss,hours per week,native country,revenue
18931,54,3,163894,10,2,5,3,1,0,0,40,0,0
18932,22,3,113936,10,4,5,0,1,0,0,40,0,0
18933,43,5,316820,10,2,4,0,1,0,0,84,0,0
18934,17,3,53367,5,4,7,0,0,0,0,35,0,0
18935,46,5,95256,9,0,13,0,1,0,0,50,0,0
18936,59,3,127728,10,2,12,0,1,0,0,40,0,1
18937,37,3,66686,9,2,5,0,1,0,0,40,0,0
18938,57,4,199768,9,2,11,0,1,0,1902,30,0,1
18939,31,3,154297,9,4,11,3,0,0,0,24,0,0
18940,23,3,103064,9,4,0,0,0,0,0,40,0,0
18941,17,3,93235,8,4,7,0,0,0,1721,25,0,0
18942,63,3,440607,1,2,9,4,1,0,0,30,4,0
18943,44,3,212894,15,0,9,0,1,0,0,55,0,1
18944,30,3,167990,15,2,9,0,1,0,0,60,0,1
18945,23,3,378460,10,4,9,0,1,0,0,20,0,0
18946,44,3,151089,14,2,9,0,1,0,1887,60,0,1
18947,24,3,153583,10,4,11,0,0,0,0,40,0,0
18948,34,3,114639,10,4,5,0,1,0,0,20,0,0
18949,37,3,344480,10,2,2,0,1,0,0,65,0,0
18950,24,3,188300,7,4,6,0,0,0,0,40,0,0
18951,32,3,105938,9,0,6,3,0,0,0,40,0,0
18952,42,5,217826,9,2,2,3,1,0,0,25,2,0
18953,20,3,379525,10,4,7,0,0,0,0,10,0,0
18954,34,1,177331,10,2,9,3,1,4386,0,40,0,1
18955,37,3,127918,10,4,13,0,0,0,0,20,5,0
18956,47,0,27067,9,0,0,0,0,0,0,40,0,0
18957,25,3,250038,5,4,4,0,1,0,0,45,4,0
18958,36,5,36270,9,2,4,0,1,0,1977,65,0,1
18959,60,3,308608,9,2,11,0,1,0,0,50,0,0
18960,64,4,213574,9,2,2,0,1,2635,0,10,0,0
18961,32,2,235109,13,2,0,0,0,0,0,40,0,0
18962,33,1,374905,6,2,7,0,1,0,0,40,0,0
18963,71,3,118876,13,4,3,0,0,0,0,14,0,0
18964,55,2,223716,10,0,3,2,0,0,0,40,0,0
18965,85,5,166027,9,6,11,0,0,0,0,50,0,0
18966,39,3,198654,15,2,9,1,1,0,2415,67,3,1
18967,25,3,109080,10,4,2,0,1,0,0,55,0,0
18968,58,3,104333,10,2,2,0,1,0,0,40,0,1
18969,57,3,195876,9,2,2,0,1,0,0,40,0,0
18970,30,3,390879,11,0,9,0,0,0,0,36,0,0
18971,19,3,197748,7,0,11,0,0,0,0,20,0,0
18972,40,3,442045,10,2,9,0,1,0,0,40,0,1
18973,28,3,44216,9,4,10,2,0,0,0,40,0,0
18974,43,0,114537,13,2,9,0,1,0,0,40,0,0
18975,19,3,274830,9,4,7,0,0,0,0,15,0,0
18976,24,3,321763,9,4,3,0,1,0,0,38,0,0
18977,34,3,213226,13,4,11,0,1,0,0,65,0,1
18978,22,3,167787,9,4,7,0,0,0,0,40,0,0
18979,64,5,352712,11,2,4,0,1,0,0,55,0,0
18980,26,3,213412,7,2,2,0,1,0,0,40,0,0
18981,80,3,202483,9,3,0,0,0,0,0,16,0,0
18982,79,2,146244,16,6,9,0,0,0,0,40,0,0
18983,58,5,450544,13,2,3,0,1,0,0,40,0,1
18984,43,3,81243,13,0,12,0,1,0,1876,40,0,0
18985,43,3,195258,9,2,2,0,1,0,0,40,0,1
18986,46,3,57929,9,0,7,0,1,0,0,25,0,0
18987,35,3,953588,9,2,3,0,0,0,0,40,0,1
18988,51,3,99064,11,2,2,0,1,5013,0,40,0,0
18989,52,2,194788,14,0,3,0,0,4787,0,60,0,1
18990,43,4,155293,13,2,11,0,1,0,0,60,0,1
18991,68,3,204082,10,6,3,0,0,0,0,45,0,0
18992,34,1,216283,13,2,9,0,0,0,0,45,0,1
18993,37,3,355856,13,2,2,1,1,0,0,40,14,1
18994,22,3,297380,9,4,11,3,0,0,0,40,0,0
18995,32,3,425622,9,2,13,0,1,0,0,55,0,0
18996,65,5,145628,6,2,2,0,1,0,0,40,0,0
18997,28,3,115549,10,4,6,0,1,0,0,60,0,0
18998,40,4,142444,13,4,9,0,0,0,0,45,0,0
18999,40,3,134026,7,4,7,0,1,0,0,40,0,0
19000,52,3,177366,9,5,7,0,0,0,0,20,0,0
19001,35,3,38245,10,2,2,0,1,0,0,60,0,0
19002,62,5,215944,3,2,4,0,1,0,0,30,0,0
19003,49,3,115784,11,2,5,0,1,0,0,45,0,0
19004,49,3,170165,9,0,6,0,0,0,0,55,0,0
19005,47,3,355320,13,2,9,0,1,15024,0,40,0,1
19006,45,3,116163,9,5,3,0,0,0,0,40,0,0
19007,37,3,405644,2,3,4,0,1,0,0,77,4,0
19008,36,2,223433,11,2,10,0,1,0,0,53,0,1
19009,36,3,41624,6,2,2,0,1,0,0,70,4,0
19010,44,3,151089,13,2,9,0,1,0,1902,50,0,1
19011,51,1,285747,14,2,9,0,1,0,1977,60,0,1
19012,25,1,108542,10,2,10,0,1,0,0,40,0,0
19013,28,5,212318,9,4,2,0,1,0,0,55,0,0
19014,57,3,173090,9,6,11,0,0,0,0,32,0,0
19015,46,3,26781,9,2,2,2,1,0,0,40,0,0
19016,59,3,31782,6,2,13,0,1,0,0,45,0,1
19017,28,3,189241,7,2,5,0,1,0,0,40,0,0
19018,25,3,164229,9,0,7,0,1,2597,0,40,0,0
19019,35,3,240467,9,3,0,3,0,0,0,40,0,0
19020,27,3,263614,12,2,2,0,1,0,0,45,0,1
19021,29,3,74500,13,2,11,0,1,0,0,40,0,1
19022,43,0,263502,9,0,0,0,1,0,0,40,0,0
19023,38,0,47707,9,4,0,3,0,0,0,40,0,0
19024,26,3,231638,10,4,0,0,0,0,0,40,0,0
19025,36,3,111128,9,5,2,0,1,0,0,40,0,0
19026,37,3,152307,10,2,6,0,1,0,0,40,0,1
19027,41,3,184466,7,2,10,0,1,0,0,55,0,0
19028,44,3,216411,11,5,9,0,0,0,0,40,21,0
19029,48,5,324173,11,0,3,0,0,0,0,50,0,0
19030,35,2,300681,9,2,10,3,1,7298,0,35,0,1
19031,43,2,598995,13,0,9,3,0,0,0,42,0,0
19032,57,0,140711,13,2,9,0,1,0,0,40,0,1
19033,44,2,262241,9,2,0,0,0,0,0,40,0,0
19034,28,3,308136,9,4,7,0,1,0,0,40,0,0
19035,55,3,148590,6,6,2,3,0,0,0,40,0,0
19036,52,3,195635,9,2,6,0,1,0,2051,38,0,0
19037,30,3,228406,9,5,0,3,0,0,0,40,0,0
19038,31,3,136398,16,2,9,1,1,0,0,50,15,1
19039,50,4,175070,15,2,9,0,1,0,0,45,0,1
19040,43,5,34007,13,2,4,0,1,0,0,70,0,1
19041,33,3,121195,9,4,6,4,1,0,0,50,0,0
19042,23,0,216853,11,2,5,0,1,0,0,25,0,0
19043,35,3,81280,13,2,4,0,1,0,0,65,29,1
19044,18,3,212936,10,4,7,0,1,0,0,15,0,0
19045,33,2,220430,13,2,10,3,1,0,0,70,0,1
19046,30,0,73514,13,4,3,1,0,0,0,45,0,0
19047,21,3,307371,10,4,10,0,1,0,0,15,0,0
19048,36,2,380614,13,2,0,0,0,0,0,35,9,1
19049,38,3,119992,10,2,9,0,1,0,0,40,0,0
19050,33,3,192002,14,2,3,0,1,7298,0,60,8,1
19051,24,3,327518,11,2,2,0,1,0,0,45,0,0
19052,24,3,220323,10,2,9,3,1,0,0,40,0,0
19053,39,3,421633,10,0,10,3,0,0,0,30,0,0
19054,43,3,154210,9,2,7,1,1,2829,0,60,26,0
19055,43,5,35034,13,2,9,0,1,0,0,21,0,0
19056,30,1,270218,13,4,0,3,0,0,0,40,0,0
19057,25,3,254933,7,2,13,0,1,0,0,40,0,0
19058,45,3,61751,9,2,7,0,0,0,0,35,0,0
19059,22,3,137876,10,4,10,0,1,0,0,20,0,0
19060,73,3,336007,13,2,9,0,1,0,2246,40,0,1
19061,26,3,222539,10,2,2,0,1,0,0,40,0,1
19062,24,3,233856,9,4,6,3,1,0,0,45,0,0
19063,18,3,198616,8,4,2,0,1,594,0,20,0,0
19064,35,3,202027,13,2,5,0,1,7298,0,35,0,1
19065,22,3,203182,10,5,11,0,0,0,0,43,0,0
19066,28,3,221317,10,2,5,0,1,0,0,40,4,0
19067,38,3,186934,10,2,2,0,1,0,0,45,0,0
19068,40,2,179580,9,2,0,0,0,0,0,40,0,0
19069,32,3,26803,10,2,6,0,1,0,0,84,0,1
19070,42,3,344624,9,2,13,0,1,0,1902,50,0,1
19071,31,1,59969,9,2,0,0,0,0,0,35,0,0
19072,33,3,162930,13,2,9,0,1,0,0,50,25,0
19073,54,5,192654,13,0,13,0,1,0,0,65,0,0
19074,63,3,117681,9,0,4,0,1,0,0,25,0,0
19075,67,5,179285,13,2,11,0,1,0,0,30,0,0
19076,47,3,217161,9,0,7,3,0,0,0,14,0,0
19077,67,4,116517,13,6,7,0,0,0,0,35,0,0
19078,33,3,170336,9,2,0,4,0,0,0,19,0,0
19079,33,2,256529,9,5,7,0,0,0,0,80,0,0
19080,25,2,227886,13,2,0,0,1,0,0,40,0,0
19081,25,3,141706,10,4,0,0,0,0,0,40,0,0
19082,35,3,361888,10,0,6,0,1,0,0,40,0,0
19083,54,3,185407,9,2,2,0,1,7688,0,40,0,1
19084,35,5,176101,9,2,4,0,1,0,0,80,0,1
19085,18,3,216730,7,4,7,0,1,0,0,12,0,0
19086,30,3,609789,7,2,4,0,1,0,0,60,4,0
19087,29,3,136017,6,4,2,0,1,0,0,48,0,0
19088,41,3,58880,13,2,9,0,0,7688,0,10,0,1
19089,40,3,285787,12,2,12,0,1,0,0,40,0,1
19090,46,3,173243,10,2,12,0,1,5178,0,40,0,1
19091,39,3,160916,12,2,12,0,0,0,0,45,0,0
19092,42,3,227397,13,2,0,0,0,0,0,40,0,1
19093,49,5,111066,13,2,2,0,1,0,0,50,0,1
19094,23,3,189924,10,4,7,0,0,0,0,40,0,0
19095,34,3,31740,4,2,13,0,1,0,0,40,0,0
19096,42,5,120837,9,2,2,0,1,0,2042,48,0,0
19097,31,3,172304,10,2,2,0,1,0,0,50,0,1
19098,31,3,86492,11,2,13,0,1,0,0,30,0,1
19099,90,3,206667,14,2,9,0,0,0,0,40,0,1
19100,27,5,153546,13,4,9,0,0,0,0,40,0,0
19101,30,5,115932,9,4,2,0,1,99999,0,50,0,1
19102,27,2,151626,9,4,9,3,0,0,0,40,0,0
19103,27,5,37302,7,2,3,0,1,0,0,50,0,0
19104,28,3,109001,9,4,2,0,1,0,0,40,0,0
19105,40,3,195488,9,4,0,0,0,0,0,45,0,0
19106,43,2,216116,14,5,9,3,0,0,0,37,0,0
19107,26,3,118497,9,2,13,0,1,0,0,50,0,0
19108,48,5,101233,11,2,7,0,0,0,0,15,0,0
19109,41,3,349703,12,2,4,1,1,0,0,40,0,0
19110,32,3,226883,9,2,2,0,1,0,0,40,9,0
19111,23,3,214635,9,4,2,0,1,0,0,40,0,0
19112,35,3,169672,7,2,11,0,1,0,0,65,0,0
19113,42,3,71458,10,2,3,0,1,0,0,50,0,0
19114,27,1,142621,13,4,9,0,0,4101,0,40,0,0
19115,34,3,125279,9,2,13,0,1,0,0,40,0,0
19116,25,3,197303,13,4,9,0,0,0,0,40,0,0
19117,46,2,148995,13,4,9,0,1,4787,0,45,0,1
19118,34,3,69251,10,2,7,1,1,0,0,40,11,0
19119,39,3,160123,9,6,0,0,0,0,0,40,0,0
19120,25,3,323229,13,4,0,0,1,0,0,40,0,0
19121,45,3,138626,11,0,3,0,1,2174,0,50,0,0
19122,46,3,102359,13,0,9,0,1,0,0,40,0,0
19123,23,3,151888,9,0,2,0,1,4650,0,50,38,0
19124,37,3,404661,10,4,3,3,1,0,0,40,0,0
19125,38,5,185325,9,2,5,0,1,0,0,40,0,1
19126,35,5,230268,10,2,7,0,1,0,0,40,0,0
19127,49,4,38819,13,2,11,0,1,0,0,50,0,1
19128,37,3,380614,12,2,9,0,0,0,0,13,0,1
19129,45,3,319637,9,0,7,0,0,0,0,40,0,0
19130,71,3,149040,8,4,7,0,0,0,0,40,0,0
19131,44,3,320984,13,2,11,0,1,0,0,60,0,1
19132,38,3,81965,11,4,12,0,0,0,0,40,0,0
19133,42,2,182302,9,2,2,0,1,0,0,40,0,0
19134,29,3,53434,11,2,3,0,1,0,0,60,0,1
19135,48,3,216214,7,2,6,0,1,0,0,40,0,0
19136,56,4,24127,11,2,11,0,1,0,0,54,0,1
19137,32,0,115066,9,2,12,0,1,0,0,40,0,0
19138,19,3,120277,9,4,7,0,0,0,0,30,0,0
19139,57,5,134286,10,5,11,0,1,0,0,35,0,0
19140,55,3,26716,6,4,13,0,1,0,0,60,0,0
19141,66,3,117746,13,2,11,0,1,0,0,50,0,1
19142,26,3,206199,9,4,0,3,1,0,0,40,0,0
19143,58,4,89922,11,2,3,0,1,15024,0,40,0,1
19144,62,3,69867,13,2,9,0,1,0,0,55,0,1
19145,31,3,109020,13,4,9,4,1,0,0,40,0,0
19146,25,3,130302,9,2,6,0,1,0,0,40,0,0
19147,38,3,156728,13,2,0,0,1,0,0,56,0,0
19148,33,3,424719,13,0,3,0,0,0,0,40,0,0
19149,51,0,217647,10,0,9,3,0,0,0,40,0,0
19150,20,3,33087,11,4,4,0,1,0,0,40,0,0
19151,40,0,241895,9,2,0,0,1,0,0,40,0,0
19152,20,3,38455,6,4,7,0,1,0,0,40,0,0
19153,41,2,81054,10,0,3,0,0,0,0,25,0,0
19154,44,3,163215,8,0,6,0,0,0,0,40,0,0
19155,35,3,156728,9,2,4,0,1,0,0,40,0,0
19156,35,5,127930,9,3,4,0,1,0,0,60,0,0
19157,46,0,227310,10,4,0,3,0,0,0,40,0,0
19158,24,3,96844,10,4,0,0,0,0,0,17,0,0
19159,18,3,245199,10,4,7,0,1,0,0,40,0,0
19160,37,3,46385,9,2,6,0,1,0,0,40,0,0
19161,58,3,186385,16,4,9,0,1,0,0,8,0,0
19162,55,3,252714,11,2,0,0,1,0,0,40,0,0
19163,68,3,154897,9,4,11,0,0,0,0,30,0,0
19164,41,3,320744,13,2,9,0,1,0,0,40,0,1
19165,50,3,138852,14,2,3,0,1,15024,0,50,0,1
19166,48,3,102092,9,2,2,0,1,0,0,40,0,0
19167,45,3,278151,9,2,10,0,1,0,0,40,0,0
19168,43,3,338290,10,2,9,0,1,0,0,40,0,0
19169,37,3,34378,10,2,2,0,1,0,0,35,0,0
19170,43,3,91959,13,2,3,0,1,0,0,45,0,1
19171,36,3,265881,9,0,6,0,0,0,0,40,0,0
19172,60,3,276009,9,2,7,1,1,0,0,30,11,0
19173,27,3,193898,9,0,2,0,1,0,0,50,0,0
19174,36,3,139364,13,2,11,0,1,0,0,50,0,1
19175,47,1,306473,12,2,13,0,1,0,0,40,0,0
19176,33,3,37232,10,4,2,0,1,0,0,80,0,0
19177,19,1,56424,8,4,13,3,1,0,0,20,0,0
19178,33,3,165235,13,4,7,1,0,0,0,35,15,0
19179,34,3,153326,13,2,9,0,1,0,0,40,0,1
19180,33,3,106976,9,0,7,0,0,0,0,40,0,0
19181,57,3,109015,10,0,11,0,0,0,0,48,0,0
19182,59,3,154100,14,4,11,0,0,27828,0,45,0,1
19183,36,3,183739,9,2,2,0,0,0,2002,40,0,0
19184,60,3,367695,12,2,0,0,1,0,0,40,0,1
19185,33,2,156015,11,2,12,0,1,0,0,40,0,0
19186,41,3,185132,13,4,9,0,0,0,0,45,0,0
19187,20,5,188274,10,4,9,0,1,0,0,10,0,0
19188,28,2,50512,13,4,9,0,0,2202,0,50,0,0
19189,24,1,147719,14,4,9,1,1,0,0,20,3,0
19190,31,3,414525,8,4,4,3,1,0,0,60,0,0
19191,38,3,289148,9,3,2,0,0,0,0,40,0,0
19192,40,3,176069,13,0,9,0,0,0,0,45,0,0
19193,55,1,199713,13,2,9,0,1,0,0,15,0,0
19194,49,3,297884,9,2,6,0,1,4064,0,50,0,0
19195,33,3,204829,9,0,13,0,1,0,0,45,0,0
19196,24,2,32950,13,4,9,0,1,0,0,35,0,0
19197,46,3,233511,13,0,2,0,1,0,0,48,0,0
19198,20,3,210781,10,4,0,0,0,0,0,20,0,0
19199,50,3,190762,3,2,5,0,1,0,0,40,4,0
19200,22,3,83315,9,4,0,0,1,0,0,40,0,0
19201,32,4,343872,10,2,13,3,1,0,0,35,19,0
19202,46,3,185385,9,2,11,0,1,0,0,65,0,1
19203,39,3,80324,10,2,3,0,1,0,1977,62,0,1
19204,26,3,357933,10,4,0,0,0,0,0,15,0,0
19205,20,3,211293,10,4,11,3,0,0,0,14,0,0
19206,37,4,199265,10,2,3,0,1,0,0,50,0,0
19207,40,3,202872,10,0,0,0,0,0,0,24,0,0
19208,22,3,195075,10,4,7,0,0,0,0,38,0,0
19209,32,3,317378,13,4,3,0,0,10520,0,40,0,1
19210,41,3,187802,10,0,12,0,1,0,0,50,0,0
19211,24,3,97212,12,2,0,0,0,0,0,40,0,0
19212,40,3,47902,9,2,3,0,1,0,0,40,0,0
19213,37,1,76767,15,2,9,0,0,0,0,39,0,1
19214,42,3,172297,14,2,0,0,1,0,1902,40,0,1
19215,56,3,274475,5,6,11,0,0,0,0,40,0,0
19216,20,3,105244,10,4,5,0,1,0,0,50,0,0
19217,55,2,165695,9,0,0,0,1,0,0,40,0,0
19218,29,3,253801,9,4,2,0,1,0,0,40,0,0
19219,37,3,305597,9,0,2,0,1,0,0,40,0,0
19220,61,5,352448,13,2,13,0,1,0,0,60,0,0
19221,26,3,242768,13,4,9,0,1,0,0,38,0,0
19222,49,4,201080,10,0,2,0,1,0,0,55,0,0
19223,18,2,159032,4,4,4,0,1,0,0,40,0,0
19224,30,3,149568,5,4,4,3,1,0,0,40,0,0
19225,24,1,155775,9,2,12,0,1,0,0,40,0,0
19226,37,3,120074,9,4,13,0,1,0,0,40,0,0
19227,37,2,257588,9,0,0,0,0,0,0,40,0,0
19228,36,3,177907,10,2,6,0,1,0,0,65,0,0
19229,40,3,309311,9,2,4,0,1,0,0,40,0,0
19230,44,5,138975,9,2,2,0,1,0,0,55,0,0
19231,43,5,187778,9,2,2,0,1,0,0,20,0,0
19232,19,3,35865,10,4,5,0,0,0,0,35,0,0
19233,50,3,234373,14,2,3,0,0,0,1485,40,0,0
19234,39,3,144688,9,2,0,3,0,0,0,50,0,0
19235,43,3,248094,9,0,2,0,1,0,0,40,0,0
19236,43,3,248094,9,2,6,0,1,0,0,40,0,0
19237,40,3,213821,14,4,9,0,1,0,0,40,0,1
19238,31,1,55849,10,4,2,0,1,0,0,40,0,0
19239,25,3,121712,13,0,2,0,1,0,0,40,0,0
19240,30,0,164552,13,4,9,0,1,0,1876,40,0,0
19241,55,3,223127,5,2,4,0,1,0,0,40,0,0
19242,55,3,190514,4,2,0,0,1,0,0,75,0,0
19243,29,3,203797,10,2,3,3,1,0,0,40,0,0
19244,28,3,378460,13,4,0,0,1,10520,0,60,0,1
19245,30,3,105908,9,2,2,0,1,0,0,40,0,0
19246,33,3,232356,9,2,11,0,1,0,1672,55,0,0
19247,23,3,210526,9,4,0,0,1,0,0,40,0,0
19248,71,3,193530,7,4,8,0,0,0,0,75,0,0
19249,21,3,43535,10,4,11,0,0,0,0,40,0,0
19250,49,3,183013,9,2,4,0,1,0,0,40,0,0
19251,31,3,113364,12,2,6,0,1,0,0,20,0,0
19252,27,3,197380,12,4,9,0,1,0,0,40,0,0
19253,27,3,298635,14,2,9,1,1,0,0,40,37,1
19254,26,3,213385,10,4,7,0,1,0,0,20,0,0
19255,17,3,31007,6,4,7,0,0,0,0,30,0,0
19256,26,3,35917,10,4,13,0,1,0,0,50,0,0
19257,45,3,99385,9,0,0,0,0,0,0,40,8,0
19258,50,3,48358,9,2,2,0,1,7688,0,40,0,1
19259,31,3,241885,9,4,4,0,1,0,0,45,0,0
19260,51,3,24344,12,4,0,0,0,0,0,40,0,0
19261,56,3,149686,5,6,6,0,0,0,0,40,0,0
19262,24,1,154432,13,4,6,0,1,0,0,35,0,0
19263,29,3,331875,8,4,5,0,1,0,0,40,21,0
19264,26,3,259585,10,4,11,0,1,0,0,24,0,0
19265,51,3,104748,10,2,3,0,1,0,0,45,0,0
19266,32,2,144949,9,2,10,0,1,0,0,40,0,0
19267,47,1,199512,13,2,3,0,1,0,0,40,0,1
19268,30,3,302438,9,4,6,0,1,0,0,40,0,0
19269,49,0,115784,10,2,2,0,1,0,0,40,0,0
19270,40,3,96509,10,2,9,2,1,0,0,40,0,1
19271,62,3,226733,9,2,0,0,1,0,0,40,0,1
19272,43,4,244945,13,2,9,0,1,0,0,60,0,0
19273,76,3,243768,3,4,5,0,1,0,0,20,0,0
19274,35,3,186934,13,2,11,0,1,0,0,50,0,1
19275,27,3,89813,9,4,5,0,0,0,0,40,0,0
19276,54,4,129432,13,2,3,0,1,15024,0,40,0,1
19277,55,5,184702,9,2,11,0,1,0,0,40,0,0
19278,21,3,275291,10,4,11,0,1,0,0,12,0,0
19279,20,3,258298,10,4,5,0,1,0,0,20,0,0
19280,39,3,139743,9,5,0,0,0,0,0,20,0,0
19281,26,3,102476,13,4,9,0,1,10520,0,64,0,1
19282,20,3,103840,9,4,6,0,0,0,0,42,0,0
19283,28,3,274579,9,2,13,0,1,0,0,60,0,0
19284,56,0,156842,10,5,7,3,1,0,0,40,0,0
19285,39,3,101020,8,2,6,0,1,0,0,40,0,0
19286,44,0,68729,13,2,3,1,1,0,0,40,0,1
19287,55,3,141326,9,2,2,0,1,0,0,40,0,1
19288,54,5,168723,9,2,11,0,1,0,0,40,0,0
19289,30,3,347166,13,4,9,0,1,13550,0,45,0,1
19290,34,2,213722,9,2,10,0,1,0,0,57,0,1
19291,42,3,196797,9,4,13,3,0,0,0,38,0,0
19292,50,4,207246,10,5,3,0,0,0,0,75,0,0
19293,34,0,199934,10,2,0,3,1,0,0,40,0,1
19294,23,3,272185,11,4,2,0,1,0,0,33,0,0
19295,47,3,266281,7,4,6,3,0,6849,0,40,0,0
19296,57,3,96779,3,2,2,0,1,0,0,40,0,0
19297,33,3,188352,14,4,9,3,1,0,0,50,0,0
19298,37,3,359131,9,0,2,0,0,0,0,48,0,0
19299,53,3,198824,13,4,3,0,0,0,0,40,0,0
19300,27,1,68393,13,4,0,0,0,0,0,40,0,0
19301,47,3,115613,9,2,2,0,1,0,0,50,0,1
19302,42,3,45363,12,2,9,0,1,0,0,50,0,0
19303,39,3,121590,10,4,9,3,1,4787,0,40,0,1
19304,58,2,292379,13,2,3,0,1,0,0,40,0,0
19305,20,3,482732,9,4,0,0,1,0,0,24,0,0
19306,19,3,198663,9,4,6,0,1,0,0,40,0,0
19307,39,3,230329,9,2,2,0,1,0,0,35,0,0
19308,51,3,29887,9,0,3,0,1,0,0,44,0,0
19309,52,3,194259,9,0,11,0,0,0,0,40,9,0
19310,53,3,126368,10,4,0,0,0,0,0,50,0,1
19311,50,3,108446,10,2,11,0,1,0,0,40,0,0
19312,36,3,220696,9,0,6,0,1,0,0,40,0,0
19313,30,3,32008,13,4,12,0,0,0,0,72,0,0
19314,50,3,185846,9,2,11,0,1,0,0,55,0,1
19315,76,3,127016,4,6,8,0,0,0,0,40,0,0
19316,46,5,102308,13,2,11,0,1,0,2415,40,0,1
19317,24,3,157894,10,4,5,3,1,0,0,40,0,0
19318,26,3,345405,9,2,11,0,1,2885,0,40,0,0
19319,56,5,94156,15,2,9,0,1,0,1977,50,0,1
19320,50,3,145409,13,2,9,0,1,15024,0,40,0,1
19321,22,3,190968,10,2,2,0,1,2407,0,40,0,0
19322,23,2,212803,13,4,9,0,0,0,0,35,0,0
19323,51,3,168660,9,2,3,0,1,0,0,50,0,0
19324,58,3,234481,6,2,13,0,1,0,0,40,0,0
19325,38,3,131461,5,2,7,3,0,0,0,24,19,0
19326,45,3,408773,10,2,6,0,1,0,0,40,0,1
19327,55,5,126117,9,6,11,0,1,0,0,40,0,0
19328,45,3,155489,10,2,11,0,1,0,0,60,0,1
19329,42,3,296749,10,0,6,0,1,0,0,45,0,0
19330,44,1,185832,13,2,0,0,1,0,0,46,0,1
19331,60,3,43235,13,2,9,0,1,0,0,50,0,1
19332,27,3,213152,10,4,11,0,1,0,0,40,0,0
19333,25,2,334267,10,2,3,0,1,0,0,40,0,1
19334,43,3,64631,9,2,3,0,1,15024,0,50,0,1
19335,44,2,193882,11,4,12,0,1,0,1340,40,0,0
19336,63,3,71800,4,6,7,0,0,0,0,41,0,0
19337,46,2,170092,14,4,9,0,0,0,0,43,0,0
19338,47,3,198223,10,2,3,0,1,0,0,40,0,0
19339,37,3,359796,10,0,11,3,1,0,0,40,0,0
19340,43,3,110556,9,5,3,3,0,0,0,40,0,0
19341,46,3,196858,14,2,9,0,1,0,0,35,0,1
19342,61,5,224784,12,3,3,0,0,0,0,90,0,0
19343,53,0,271544,9,2,0,3,1,0,1977,40,0,1
19344,44,3,221172,9,4,2,0,1,0,0,30,0,0
19345,54,3,256916,9,2,3,0,1,0,0,45,0,0
19346,22,3,157332,10,4,9,0,0,0,0,40,0,0
19347,47,0,192894,9,2,13,3,1,0,0,50,0,1
19348,18,3,240183,9,4,7,0,0,0,0,20,0,0
19349,25,3,204338,6,2,2,0,1,0,0,40,4,0
19350,24,3,122166,10,4,0,0,0,0,0,40,10,0
19351,37,2,397877,13,2,0,0,1,0,0,40,0,1
19352,51,3,115066,10,0,0,0,0,0,2547,40,0,1
19353,35,5,170174,9,2,2,0,1,7298,0,60,0,1
19354,59,3,171015,10,4,0,0,0,0,0,34,0,0
19355,46,3,91262,10,3,2,1,1,0,0,40,11,0
19356,45,2,127678,11,2,10,0,1,0,0,60,0,1
19357,19,3,263338,9,4,7,0,1,0,0,15,0,0
19358,22,3,129508,9,4,0,0,0,0,0,28,0,0
19359,41,3,192107,13,2,2,0,1,0,0,40,0,0
19360,33,5,93930,9,2,3,0,1,0,0,40,0,0
19361,26,0,207537,9,4,0,3,0,0,0,40,0,0
19362,22,3,138542,10,2,5,0,1,0,0,35,0,0
19363,29,5,116207,9,2,9,0,1,0,0,65,0,1
19364,22,3,198244,9,4,0,0,0,0,0,39,0,0
19365,34,3,90614,12,2,12,0,1,0,2042,10,0,0
19366,23,3,211160,8,2,5,0,1,0,0,40,0,0
19367,20,3,194630,9,2,0,0,1,3781,0,50,0,0
19368,25,3,161478,13,4,9,1,0,0,0,40,0,0
19369,59,3,144071,9,2,0,0,1,0,0,40,0,1
19370,44,3,167005,10,2,2,0,1,4386,0,55,0,0
19371,55,3,342121,10,2,12,0,1,0,0,40,0,0
19372,77,5,71676,10,6,0,0,0,0,1944,1,0,0
19373,42,3,124692,14,2,3,0,1,0,0,40,0,1
19374,47,3,147236,9,2,2,0,1,0,0,40,0,1
19375,42,3,145175,10,2,6,0,1,0,0,40,0,0
19376,45,3,259323,10,2,2,0,1,0,0,40,0,0
19377,23,3,154978,9,2,7,0,1,0,0,40,24,0
19378,23,3,127768,10,4,2,0,1,0,0,40,0,0
19379,52,3,98588,9,2,2,0,1,0,0,40,0,0
19380,49,3,192894,9,2,2,0,1,0,0,40,0,1
19381,20,3,194848,10,4,2,0,1,0,0,40,0,0
19382,20,3,34446,9,4,7,0,0,0,0,20,0,0
19383,23,2,177265,9,4,7,0,0,0,0,45,0,0
19384,30,3,142977,10,0,2,0,1,0,0,65,0,0
19385,45,3,241350,9,2,5,0,1,0,0,48,0,1
19386,30,3,154882,15,6,7,0,1,0,0,35,0,0
19387,17,3,60562,5,4,7,0,0,0,0,20,0,0
19388,22,3,142566,9,4,11,0,1,0,0,40,0,0
19389,25,3,176162,13,4,5,0,1,0,0,40,0,0
19390,52,3,186303,10,2,3,0,1,15024,0,55,8,1
19391,40,3,237671,10,2,12,0,0,0,0,40,0,1
19392,58,3,68624,9,2,3,0,1,0,0,45,0,0
